name,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,foundedSource,ID
Stavordale Priory,,,Charlton Musgrove,Augustinian,,Canons,1539,51.086261,-2.376161,Taunton,,,,3,1,0,0,1,0,2.297475619,0,,SOMERSET,3,,,,389
Chichester Friary,,,Chichester,Franciscan,"Friars Minor, Conventual",Friars,1538,50.839571,-0.776438,London,,,,2,0,1,0,1,0,0.939619054,0,,SUSSEX,3,,,,390
"Black Friars, Winchelsea",,,Winchelsea,Dominican,,Friars,1538,50.926836,0.706738,London,,,,2,0,1,0,1,0,1.010167302,0,,SUSSEX,3,,,,391
Blackfriars Arundel,,,Arundel,Dominican,,Friars,1538,50.854094,-0.552334,London,,,,2,0,1,0,1,0,0.786620523,0,,SUSSEX,3,,,,392
Blackfriars Chichester,,,Chichester,Dominican,,Friars,1538,50.835009,-0.775578,London,,,,2,0,1,0,1,0,0.942279242,0,,SUSSEX,3,,,,393
Lewes,,,Lewes,Franciscan,"Friars Minor, Conventual",Friars,1538,50.87295,0.014682,London,,,,2,0,1,0,1,0,0.650740933,0,,SUSSEX,3,,,,394
Rye Austin Friars,,,Rye,Augustinian,Austin Friars,Friars,1538,50.951783,0.734491,,,,,2,1,0,0,1,0,1.019076853,0,,SUSSEX,3,,,,395
Sele Whitefriars,,,Sele,Carmelites,,,1538,50.887528,-0.305654,,,,,2,0,1,0,1,0,0.650113754,0,,SUSSEX,3,,,,396
Winchelsea Greyfriars,,,Winchelsea,Franciscan,"Friars Minor, Conventual",Friars,1538,50.921869,0.710201,London,,,,2,0,1,0,1,0,1.015864469,0,,SUSSEX,3,,,,397
Marlborough,,,Marlborough,Carmelites,,Friars,1538,51.41944,-1.731734,,,,,2,0,1,0,1,0,1.616173196,0,,WILTSHIRE,3,,,,398
Salisbury Blackfriars,,,Salisbury,Dominican,,Friars,1538,51.069505,-1.799258,London,,,,2,0,1,0,1,0,1.737909108,0,,WILTSHIRE,3,,,,399
Salisbury Greyfriars,,,Salisbury,Franciscan,"Friars Minor, Conventual",Friars,1538,51.064655,-1.791571,London,,,,2,0,1,0,1,0,1.731715149,0,,WILTSHIRE,3,,,,400
Ratlinghope Priory,,,,Augustinian,,Canons,1538,52.566638,-2.882633,Wigmore,,3.0,1.098612289,2,1,0,0,1,0,2.959582162,0,0.0,SHROPSHIRE,4,,,,401
Calwich Priory,,,,Augustinian,,Canons,1536,52.986818,-1.809646,,,3.0,1.098612289,0,1,0,0,1,0,2.245510916,0,0.0,STAFFORDSHIRE,4,,,,402
Oxney,,,,Benedictine,,Monks,1538,52.592562,-0.193023,Peterborough,,4.0,1.386294361,2,1,0,0,1,0,1.085151575,0,0.0,NORTHAMPTONSHIRE,4,,,,403
Bridgend Priory,,,Horbling,Gilbertine,,Canons,1538,52.9109,-0.3009,,,5.0,1.609437912,2,0,1,0,1,1,1.412776221,0,0.0,LINCOLNSHIRE,4,,,,404
Rothwell Priory,1.0,,,Augustinian,,Canonesses,1537,52.424558,-0.805835,,,5.0,1.609437912,1,1,0,0,1,0,1.144288323,1,5.0,NORTHAMPTONSHIRE,4,1250.0,,"https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=346104&resourceID=19191, ""13th century""",405
Calke Priory,,,Calke,Augustinian,,Canons,1538,52.798544,-1.457264,Repton,,6.0,1.791759469,2,1,0,0,1,0,1.858414878,0,0.0,DERBYSHIRE,4,,,,406
Church Preen,,,,Benedictine,Cluniac,,1539,52.578879,-2.675382,,,6.0,1.791759469,3,1,0,0,1,0,2.771677027,0,0.0,SHROPSHIRE,4,,,,407
Hirst,,,,Augustinian,,Canons,1540,53.582697,-0.826335,Nostell,,7.0,1.945910149,4,1,0,0,1,1,2.190358343,0,0.0,LINCOLNSHIRE,4,1122.0,,"The Foundation of Nostell Priory, 1109-1153 p25",408
Fosse Priory,,,,Cistercian,,Nuns,1539,53.3,-0.74,,,7.0,1.945910149,3,1,0,0,1,1,1.894956361,1,7.0,LINCOLNSHIRE,4,,,,409
Grimsby Nunnery,,,,Augustinian,,Canonesses,1539,53.552098,-0.093124,,,9.0,2.197224577,3,1,0,0,1,1,2.04225073,1,9.0,LINCOLNSHIRE,4,,,,410
Breadsall Priory,1.0,,Breadsall,Augustinian,Canons Regular,Canons,1536,52.968767,-1.435672,,,10.0,2.302585093,0,1,0,0,1,0,1.965705251,0,0.0,DERBYSHIRE,4,1250.0,,"https://www.british-history.ac.uk/vch/derbs/vol2/pp54-56, ""13th century""",411
"St. James Priory, Derby",,,Derby,Benedictine,Cluniac,,1536,52.922482,-1.47856,,,11.0,2.397895273,0,1,0,0,1,0,1.961111117,0,0.0,DERBYSHIRE,4,,,,412
Black Ladies Priory,,,Brewood,Benedictine,,Nuns,1538,52.6815,-2.2271,,,11.0,2.397895273,2,1,0,0,1,0,2.412528394,1,11.0,STAFFORDSHIRE,4,,,,413
Orford Priory,,,,Premonstratensian,,Canonesses,1539,53.433521,-0.217152,,,13.0,2.564949357,3,0,1,0,1,1,1.92606966,1,13.0,LINCOLNSHIRE,4,,,,414
Torksey Priory,,,,Augustinian,,Canons,1536,53.300891,-0.744771,,,13.0,2.564949357,0,1,0,0,1,1,1.897368471,0,0.0,LINCOLNSHIRE,4,,,,415
Flanesford Priory,,,,Augustinian,,Canons,1536,51.8712,-2.6128,,,14.0,2.63905733,0,1,0,0,1,0,2.520712901,0,0.0,HEREFORDSHIRE,4,,,,416
Thwaite,,,,Augustinian,,Canons,1536,53.205634,0.191998,Thornton,,15.0,2.708050201,0,1,0,0,1,1,1.723756198,0,0.0,LINCOLNSHIRE,4,,,,417
Morville Priory,,,Morville,Benedictine,,Monks,1540,52.5419,-2.4886,Shrewsbury,,15.0,2.708050201,4,1,0,0,1,0,2.585360296,0,0.0,SHROPSHIRE,4,,,,418
Gokewell Priory,,,,Cistercian,,Nuns,1536,53.580653,-0.58043,,,16.0,2.772588722,0,1,0,0,1,1,2.121639195,1,16.0,LINCOLNSHIRE,4,,,,419
Broadholme Priory,,,Broadholme,Premonstratensian,,Canonesses,1536,53.2514,-0.6609,Newsham Abbey,1.0,16.0,,0,0,1,0,1,1,1.824035581,1,,NOTTINGHAMSHIRE,4,1154.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=324741&resourceID=19191,420
White Ladies Priory,,,Boscobel,Augustinian,,Canonesses,1538,52.6657,-2.2584,,,17.0,2.833213344,2,1,0,0,1,0,2.432391124,1,17.0,SHROPSHIRE,4,,,,421
King's Mead Priory,,,Derby,Benedictine,,Nuns,1536,52.926556,-1.489385,,,18.0,2.890371758,0,1,0,0,1,0,1.971561171,1,18.0,DERBYSHIRE,4,,,,422
Grace Dieu,,,,Cistercian,,Monks,1536,52.761035,-1.356415,Waverley Abbey,,19.0,2.944438979,0,1,0,0,1,0,1.760259245,0,0.0,LEICESTERSHIRE,4,,,,423
Bradley Priory,1.0,,Bradley,Augustinian,,Canons,1536,52.550455,-0.787116,,,20.0,2.995732274,0,1,0,0,1,0,1.236983838,0,0.0,LEICESTERSHIRE,4,1227.0,,"https://www.british-history.ac.uk/vch/leics/vol2/pp24-25, 1220-1234",424
"St Mary Magdalen Nunnery, Bristol",,,Kingsdown,Augustinian,,Canonesses,1536,51.45719,-2.59782,,,21.0,3.044522438,0,1,0,0,1,0,2.480282277,1,21.0,GLOUCESTERSHIRE,4,,,,425
Henwood Priory,1.0,,,Benedictine,,Nuns,1536,52.405724,-1.729754,,,21.0,3.044522438,0,1,0,0,1,0,1.843841127,1,21.0,WARWICKSHIRE,4,1155.0,,"https://www.british-history.ac.uk/vch/warks/vol2/pp65-66, 1149-1161",426
Limebrook Priory,,,Lingen,Augustinian,,Canonesses,1539,52.288928,-2.919469,,,22.0,3.091042453,3,1,0,0,1,0,2.907644597,1,22.0,HEREFORDSHIRE,4,,,,427
St Mary Magdalene's Priory,1.0,,Lincoln,Benedictine,,Monks,1539,53.229954,-0.519876,"St Mary's Abbey, York",,23.0,3.135494216,3,1,0,0,1,1,1.766257545,0,0.0,LINCOLNSHIRE,4,1161.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp129-130, chose middle of KH2's reign",428
Pinley Priory,,,,Cistercian,,Nuns,1536,52.289563,-1.688386,,,23.0,3.135494216,0,1,0,0,1,0,1.753144772,1,23.0,WARWICKSHIRE,4,,,,429
Breedon Priory,1.0,,Breedon on the Hill,Augustinian,Canons Regular,Canons,1539,52.806089,-1.399961,,,24.0,3.17805383,3,1,0,0,1,0,1.822913689,0,0.0,LEICESTERSHIRE,4,1118.0,731.0,"https://www.british-history.ac.uk/vch/leics/vol2/pp8-10, 1114-1122",430
Thelsford Priory,,,,Augustinian,Trinitarian,Friars,1538,52.22172,-1.605152,,,24.0,3.17805383,2,1,0,0,1,0,1.648596072,0,0.0,WARWICKSHIRE,4,,,,431
Dodford Priory,,,,Premonstratensian,,Canons,1538,52.353252,-2.101221,Halesowen,,24.0,3.17805383,2,0,1,0,1,0,2.154957734,0,0.0,WORCESTERSHIRE,4,,,,432
"St Leonard's Priory, Stamford",,,Stamford,Benedictine,,Monks,1538,52.6541,-0.4656,Durham,,25.0,3.218875825,2,1,0,0,1,1,1.195709438,0,0.0,LINCOLNSHIRE,4,1082.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp127-128,433
Langley Priory,,,Langley,Benedictine,,Nuns,1536,52.807696,-1.358275,,,29.0,3.36729583,0,1,0,0,1,0,1.795006668,1,29.0,LEICESTERSHIRE,4,,,,434
Church Gresley Priory,,,Church Gresley,Augustinian,,Canons,1536,52.759793,-1.56703,,,31.0,3.433987204,0,1,0,0,1,0,1.913473461,0,0.0,DERBYSHIRE,4,,,,435
Humberston Abbey,1.0,,,Benedictine,,Monks,1536,53.53406,-0.02596,,,32.0,3.465735903,0,1,0,0,1,1,2.02615613,0,0.0,LINCOLNSHIRE,4,1172.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp133-134, reign of Henry II",436
Dudley Priory,,,Dudley,Benedictine,Cluniac,,1539,52.515454,-2.084923,,,33.0,3.496507561,3,1,0,0,1,0,2.208920655,0,0.0,WORCESTERSHIRE,4,,,,437
Catley Priory,,,Walcott,Gilbertine,,Mixed,1538,53.085461,-0.33148,,,34.0,3.526360525,2,0,1,0,1,1,1.589845397,0,0.0,LINCOLNSHIRE,4,,,,438
Maltby Preceptory,,,,Augustinian,Knights Hospitaller,,1540,53.340617,-0.036859,,,34.0,3.526360525,4,1,0,0,1,1,1.832418812,0,0.0,LINCOLNSHIRE,4,,,,439
Cook Hill Priory,,,,Cistercian,,Nuns,1538,52.213024,-1.923863,,,34.0,3.526360525,2,1,0,0,1,0,1.937788109,1,34.0,WORCESTERSHIRE,4,,,,440
Legbourne Priory,1.0,,,Cistercian,,Nuns,1536,53.33744,0.040035,,,38.0,3.63758616,0,1,0,0,1,1,1.834269236,1,38.0,LINCOLNSHIRE,4,1150.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp153-155,441
"Newstead Priory, Lincolnshire",,,,Augustinian,,Canons,1536,52.65828,-0.454248,,,38.0,3.63758616,0,1,0,0,1,1,1.196470826,0,0.0,LINCOLNSHIRE,4,,,,442
Newstead-on-Ancholme Priory,1.0,,Newstead,Gilbertine,,Canons,1538,53.5271,-0.49351,,,38.0,3.63758616,2,0,1,0,1,1,2.051737088,0,0.0,LINCOLNSHIRE,4,1171.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp197-198,443
Felley Priory,,,Felley,Augustinian,,Canons,1536,53.056456,-1.280452,,,40.0,3.688879454,0,1,0,0,1,0,1.934577042,0,0.0,NOTTINGHAMSHIRE,4,1156.0,,https://www.british-history.ac.uk/vch/notts/vol2/pp109-112,444
St Sepulchre Priory Warwick,,,,Augustinian,,Canons,1536,52.284948,-1.586988,,,41.0,3.713572067,0,1,0,0,1,0,1.660775831,0,0.0,WARWICKSHIRE,4,,,,445
Nocton Priory,,,,Augustinian,,Canons,1536,53.169158,-0.389858,,,43.0,3.761200116,0,1,0,0,1,1,1.681266689,0,0.0,LINCOLNSHIRE,4,,,,446
Nun Cotham Priory,,,,Cistercian,,Nuns,1539,53.58464,-0.254778,,,46.0,3.828641396,3,1,0,0,1,1,2.079137322,1,46.0,LINCOLNSHIRE,4,,,,447
Heynings Priory,1.0,,,Cistercian,,Nuns,1539,53.3575,-0.72963,,,49.0,3.891820298,3,1,0,0,1,1,1.946079441,1,49.0,LINCOLNSHIRE,4,1145.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp149-151#anchorn1, reign of Stephen I",448
Whistones Priory,,,,Cistercian,,Nuns,1536,52.200226,-2.224088,,,53.0,3.970291914,0,1,0,0,1,0,2.216212397,1,53.0,WORCESTERSHIRE,4,,,,449
Mattersey Priory,,,Mattersey,Gilbertine,,Canons,1538,53.398236,-0.943836,,,55.0,4.007333185,2,0,1,0,1,0,2.06089183,0,0.0,NOTTINGHAMSHIRE,4,1185.0,,https://www.english-heritage.org.uk/visit/places/mattersey-priory/history/,450
Fineshade Priory,,,Corby,Augustinian,Canons Regular,Canons,1536,52.56883,-0.56513,,,56.0,4.025351691,0,1,0,0,1,0,1.149328843,0,0.0,NORTHAMPTONSHIRE,4,,,,451
Bristol St James' Priory,,,Bristol,Benedictine,,Monks,1540,51.4586139,-2.5954406,Tewkesbury,,57.0,4.043051268,4,1,0,0,1,0,2.477873479,0,0.0,GLOUCESTERSHIRE,4,,,,452
Clifford Priory,1.0,,,Benedictine,Cluniac,Monks,1536,52.094214,-3.091332,,,57.0,4.043051268,0,1,0,0,1,0,3.030084904,0,0.0,HEREFORDSHIRE,4,1130.0,,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=771e6693-a7a8-4b1c-b2dc-fb7beca1a646&resourceID=19191,453
Wallingwells Priory,1.0,,Wallingwells,Benedictine,,Nuns,1539,53.35121,-1.142142,,,58.0,4.060443011,3,1,0,0,1,0,2.106826116,1,58.0,NOTTINGHAMSHIRE,4,1145.0,,https://www.british-history.ac.uk/vch/notts/vol2/pp89-90 says KS1 tagged middle,454
Greenfield Priory,,,,Cistercian,,Nuns,1536,53.27918,0.147045,,,63.0,4.143134726,0,1,0,0,1,1,1.788938161,1,63.0,LINCOLNSHIRE,4,,,,455
Wombridge Priory,1.0,,Wombridge,Augustinian,,Canons,1536,52.701468,-2.45854,,,65.0,4.17438727,0,1,0,0,1,0,2.626262628,0,0.0,SHROPSHIRE,4,1136.0,,https://www.british-history.ac.uk/vch/salop/vol2/pp80-83,456
Alcester Abbey,,,Alcester,Benedictine,,Monks,1536,52.218611,-1.871053,Evesham Abbey,,65.0,4.17438727,0,1,0,0,1,0,1.890760104,0,0.0,WARWICKSHIRE,4,,,,457
Priory of St Mary's,,,Chester,Benedictine,,Nuns,1539,53.187192,-2.894821,,,66.0,4.189654742,3,1,0,0,1,0,3.243940893,1,66.0,CHESHIRE,4,1150.0,,https://www.british-history.ac.uk/vch/ches/vol3/pp146-150 says middle 12th c,458
Chirbury Priory,,,Chirbury,Augustinian,,Canons,1536,52.579561,-3.091133,,,66.0,4.189654742,0,1,0,0,1,0,3.159570533,0,0.0,SHROPSHIRE,4,,,,459
Aconbury Priory,,,,Augustinian,,Canonesses,1539,51.997946,-2.70523,,,67.0,4.204692619,3,1,0,0,1,0,2.632742474,1,67.0,HEREFORDSHIRE,4,,,,460
Elsham Priory,1.0,,,Augustinian,,Canons,1536,53.599297,-0.436729,,,70.0,4.248495242,0,1,0,0,1,1,2.113453665,0,0.0,LINCOLNSHIRE,4,1166.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp171-172, ""before 1166""",461
Haverholme Priory,,,Ewerby and Evedon,Gilbertine,,Mixed,1538,53.030543,-0.349397,,,70.0,4.248495242,2,0,1,0,1,1,1.538034238,0,0.0,LINCOLNSHIRE,4,,,,462
Newbo Abbey,,,Sedgebrook,Premonstratensian,,Canons,1536,52.931795,-0.719068,,,71.0,4.262679877,0,0,1,0,1,1,1.543587885,0,0.0,LINCOLNSHIRE,4,,,,463
Wroxall Priory,1.0,,Wroxall,Benedictine,,Nuns,1536,52.3341,-1.6758,,,72.0,4.276666119,0,1,0,0,1,0,1.762262778,1,72.0,WARWICKSHIRE,4,1135.0,,"https://www.british-history.ac.uk/vch/warks/vol2/pp70-73, ""around end"" of Henry I's reign",464
Westwood Priory,,,Droitwich,Benedictine,,Nuns,1537,52.27,-2.174,,,75.0,4.317488114,1,1,0,0,1,0,2.191877006,1,75.0,WORCESTERSHIRE,4,,,,465
Hulton Abbey,,,Abbey Hulton,Cistercian,,Monks,1538,53.039444,-2.1425,Combermere,,76.0,4.33073334,2,1,0,0,1,0,2.537202063,0,0.0,STAFFORDSHIRE,4,,,,466
Bromfield Priory,,,Bromfield,Benedictine,,Monks,1540,52.3869,-2.7633,,,77.0,4.343805422,4,1,0,0,1,0,2.78676096,0,0.0,SHROPSHIRE,4,,,,467
Temple Grafton Preceptory,,,Temple Grafton,Augustinian,Knights Hospitaller,,1540,52.18833,-1.81667,,,78.0,4.356708827,4,1,0,0,1,0,1.829008374,0,0.0,WARWICKSHIRE,4,,,,468
North Ormsby Priory,,,North Ormsby,Gilbertine,,Mixed,1538,53.419008,-0.06488,,,80.0,4.382026635,2,0,1,0,1,1,1.909749699,0,0.0,LINCOLNSHIRE,4,,,,469
Maxstoke Priory,,,,Augustinian,,Canons,1536,52.478075,-1.656237,,,81.0,4.394449155,0,1,0,0,1,0,1.817425277,0,0.0,WARWICKSHIRE,4,,,,470
Wormsley Priory,,,,Augustinian,Victorine,Canons,1539,52.131644,-2.8256,,,83.0,4.418840608,3,1,0,0,1,0,2.777948436,0,0.0,HEREFORDSHIRE,4,,,,471
Ulverscroft Priory,,,Ulverscroft,Augustinian,Canons Regular,Canons,1539,52.709866,-1.259678,,,83.0,4.418840608,3,1,0,0,1,0,1.656163865,0,0.0,LEICESTERSHIRE,4,,,,472
Chacombe Priory,,,Chacombe,Augustinian,,Canons,1536,52.0911,-1.2884,,,83.0,4.418840608,0,1,0,0,1,0,1.306628983,0,0.0,NORTHAMPTONSHIRE,4,,,,473
Hagneby Abbey,,,,Premonstratensian,,Canons,1536,53.302012,0.22581,,,87.0,4.465908119,0,0,1,0,1,1,1.824713977,0,0.0,LINCOLNSHIRE,4,,,,474
Polesworth Abbey,,,,Benedictine,,Nuns,1539,52.61895,-1.61249,,,87.0,4.465908119,3,1,0,0,1,0,1.860906117,1,87.0,WARWICKSHIRE,4,,,,475
Birkenhead Priory,,,Birkenhead,Benedictine,,Monks,1536,53.393757,-3.0420025,,,90.0,4.49980967,0,1,0,0,1,0,3.478181459,0,0.0,CHESHIRE,4,1150.0,,https://thebirkenheadpriory.org/history/,476
"St Oswald's Priory, Gloucester",,,Gloucester,Augustinian,,Canons,1536,51.8694,-2.2478,,,90.0,4.49980967,0,1,0,0,1,0,2.159812596,0,0.0,GLOUCESTERSHIRE,4,,,,477
Croxden Abbey,,,Croxden,Cistercian,,Monks,1538,52.954996,-1.903554,Aunay-sur-Odon,,90.0,4.49980967,2,1,0,0,1,0,2.296923905,0,0.0,STAFFORDSHIRE,4,,,,478
Ranton Abbey,1.0,,Ranton,Augustinian,,Canons,1537,52.81576,-2.24149,Haughmond,,90.0,4.49980967,1,1,0,0,1,0,2.492748337,0,0.0,STAFFORDSHIRE,4,1150.0,,"https://www.british-history.ac.uk/vch/staffs/vol3/pp251-255, ""mid 12th century""",479
Dalby and Heather Preceptory,,,Old Dalby,Augustinian,Knights Hospitaller,,1540,52.805219,-1.001792,,,91.0,4.510859507,4,1,0,0,1,0,1.567961673,0,0.0,LEICESTERSHIRE,4,,,,480
Grace Dieu Priory,,,Thringstone,Augustinian,,Canonesses,1538,52.761034,-1.356795,,,92.0,4.521788577,2,1,0,0,1,0,1.760525879,1,92.0,LEICESTERSHIRE,4,,,,481
Yeaveley Preceptory,,,Yeaveley,Augustinian,Knights Hospitaller,,1540,52.957327,-1.74541,,,93.0,4.532599493,4,1,0,0,1,0,2.177818468,0,0.0,DERBYSHIRE,4,,,,482
Arbury Priory,,,Arbury,Augustinian,,Canons,1536,52.500219,-1.507493,,,94.0,4.543294782,0,1,0,0,1,0,1.706149635,0,0.0,WARWICKSHIRE,4,,,,483
Wellow Abbey,1.0,,,Augustinian,,Canons,1536,53.559843,-0.085385,,,95.0,4.553876892,0,1,0,0,1,1,2.050104045,0,0.0,LINCOLNSHIRE,4,1118.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp161-163, reign of Henry I",484
Belvoir Priory,,,Belvoir,Benedictine,,Monks,1539,52.89847,-0.781633,St Albans Abbey,,98.0,4.584967479,3,1,0,0,1,0,1.538871334,0,0.0,LEICESTERSHIRE,4,,,,485
Little Malvern Priory,,,Little Malvern,Benedictine,,Monks,1537,52.061371,-2.338579,Worcester,,98.0,4.584967479,1,1,0,0,1,0,2.287911049,0,0.0,WORCESTERSHIRE,4,,,,486
Newsham Abbey,,,,Premonstratensian,,Canons,1536,53.603399,-0.296314,,,99.0,4.59511985,0,0,1,0,1,1,2.10097111,0,0.0,LINCOLNSHIRE,4,,,,487
Tupholme Abbey,,,Lincoln,Premonstratensian,,Canons,1536,53.199,-0.288,,,100.0,4.605170186,0,0,1,0,1,1,1.697523788,0,0.0,LINCOLNSHIRE,4,,,,488
Rocester Abbey,1.0,,Rocester,Augustinian,,Canons,1538,52.951243,-1.835296,,1.0,100.0,,2,1,0,0,1,0,2.241861612,0,,STAFFORDSHIRE,4,1144.0,,"https://www.british-history.ac.uk/vch/staffs/vol3/pp247-251, 1141-1146",489
Dore Abbey,1.0,,Abbey Dore,Cistercian,,Monks,1536,51.967946,-2.893758,Morimond,,101.0,4.615120517,0,1,0,0,1,0,2.813181806,0,0.0,HEREFORDSHIRE,4,1147.0,,https://www.british-history.ac.uk/rchme/heref/vol1/pp1-11,490
Kyme Priory,1.0,,,Augustinian,,Canons,1539,53.032601,-0.258822,,,101.0,4.615120517,3,1,0,0,1,1,1.529090084,0,0.0,LINCOLNSHIRE,4,1169.0,,https://www.british-history.ac.uk/vch/lincs/vol2/pp172-174,491
Thornholme Priory,,,,Augustinian,,Canons,1536,53.600232,-0.542681,,,105.0,4.65396035,0,1,0,0,1,1,2.132917917,0,0.0,LINCOLNSHIRE,4,,,,492
Leonard Stanley Priory,,,Leonard Stanley,Benedictine,,Monks,1538,51.727711,-2.287545,Gloucester,,106.0,4.663439094,2,1,0,0,1,0,2.180341645,0,0.0,GLOUCESTERSHIRE,4,,,,493
Trentham Priory,,,Trentham,Augustinian,,Canons,1540,52.952,-2.202,,,106.0,4.663439094,4,1,0,0,1,0,2.534167163,0,0.0,STAFFORDSHIRE,4,,,,494
Dingley Preceptory,,,,Augustinian,Knights Hospitaller,,1540,52.482432,-0.865806,,,108.0,4.682131227,4,1,0,0,1,0,1.226657351,0,0.0,NORTHAMPTONSHIRE,4,,,,495
Buildwas Abbey,,,Buildwas,Cistercian,,Monks,1536,52.635376,-2.528464,Savigny,,110.0,4.700480366,0,1,0,0,1,0,2.660136416,0,0.0,SHROPSHIRE,4,,,,496
Flaxley Abbey,,,Flaxley,Cistercian,,Monks,1536,51.836111,-2.451944,Bordesley,,112.0,4.718498871,0,1,0,0,1,0,2.356517813,0,0.0,GLOUCESTERSHIRE,4,,,,497
Blyth Priory,,,Blyth,Benedictine,,Monks,1536,53.378826,-1.063458,,,113.0,4.727387819,0,1,0,0,1,0,2.094328619,0,0.0,NOTTINGHAMSHIRE,4,1088.0,,https://www.british-history.ac.uk/vch/notts/vol2/pp83-88,498
Stixwould Priory Cistercians,1.0,,,Cistercian,,Nuns,1536,53.178692,-0.247281,,,114.0,4.736198448,0,1,0,0,1,1,1.673684774,1,114.0,LINCOLNSHIRE,4,1150.0,,"https://www.british-history.ac.uk/vch/lincs/vol2/pp146-149, ""twelfth century""",499
Shelford Priory,1.0,,Shelford,Augustinian,,Canons,1536,52.98306,-0.9994,,,116.0,4.753590191,0,1,0,0,1,0,1.716565016,0,0.0,NOTTINGHAMSHIRE,4,1160.0,,https://www.british-history.ac.uk/vch/notts/vol2/pp117-120 says KH2 tagged to middle,500
"Studley Priory, Warwickshire",,,,Augustinian,,Canons,1536,52.275275,-1.892073,,,117.0,4.762173935,0,1,0,0,1,0,1.932000525,0,0.0,WARWICKSHIRE,4,,,,501
Repton Priory,,,Repton,Augustinian,,Canons,1538,52.840114,-1.552517,,,118.0,4.770684624,2,1,0,0,1,0,1.956209442,0,0.0,DERBYSHIRE,4,,,,502
Canons Ashby Priory,,,Canons Ashby,Augustinian,Canons Regular,Canons,1536,52.149959,-1.156848,,,119.0,4.779123493,0,1,0,0,1,0,1.220059396,0,0.0,NORTHAMPTONSHIRE,4,,,,503
Delapr̩ Abbey,,,Northampton,Benedictine,Cluniac,Nuns,1538,52.22468,-0.889458,,,119.0,4.779123493,2,1,0,0,1,0,1.051551552,1,119.0,NORTHAMPTONSHIRE,4,,,,504
Stone Priory,,,Stone,Augustinian,,Canons,1537,52.900769,-2.145837,,,119.0,4.779123493,1,1,0,0,1,0,2.458852528,0,0.0,STAFFORDSHIRE,4,,,,505
St Peter's Priory,,,Hereford,Benedictine,,Monks,1538,52.0561755,-2.7149764,,,121.0,4.795790546,2,1,0,0,1,0,2.653690772,0,0.0,HEREFORDSHIRE,4,,,,506
Eagle Preceptory,,,,Augustinian,Knights Hospitaller,,1540,53.18182,-0.70635,,,124.0,4.820281566,4,1,0,0,1,1,1.77229235,0,0.0,LINCOLNSHIRE,4,,,,507
Vaudey Abbey,,,Bourne,Cistercian,,Monks,1536,52.782222,-0.464444,Fountains,,124.0,4.820281566,0,1,0,0,1,1,1.318523031,0,0.0,LINCOLNSHIRE,4,,,,508
Beauchief Abbey,,,Sheffield,Premonstratensian,,Canons,1537,53.333194,-1.500849,,,126.0,4.836281907,1,0,1,0,1,1,2.288237566,0,0.0,DERBYSHIRE,4,,,,509
Alvingham Priory,,,Alvingham,Gilbertine,,Mixed,1538,53.40175,0.05614,,,128.0,4.852030264,2,0,1,0,1,1,1.899757258,0,0.0,LINCOLNSHIRE,4,,,,510
Markby Priory,,,,Augustinian,,Canons,1536,53.285303,0.229726,,,130.0,4.86753445,0,1,0,0,1,1,1.809056016,0,0.0,LINCOLNSHIRE,4,,,,511
"The Charterhouse, Coventry",1.0,,Coventry,Carthusian,,Monks,1539,52.401021,-1.494839,,,131.0,4.875197323,3,0,1,0,1,0,1.639917283,0,0.0,WARWICKSHIRE,4,1381.0,,https://www.british-history.ac.uk/vch/warks/vol2/pp83-86,512
Catesby Priory,,,Lower Catesby,Cistercian,,Nuns,1536,52.2316,-1.2474,,,132.0,4.882801923,0,1,0,0,1,0,1.340158591,1,132.0,NORTHAMPTONSHIRE,4,,,,513
Deerhurst Priory,,,Deerhurst,Benedictine,,Monks,1540,51.9680332,-2.1900767,Tewkesbury,,134.0,4.8978398,4,1,0,0,1,0,2.121999495,0,0.0,GLOUCESTERSHIRE,4,,,,514
Sixhills Priory,,,,Gilbertine,,Mixed,1538,53.369763,-0.253018,,,135.0,4.905274778,2,0,1,0,1,1,1.864650445,0,0.0,LINCOLNSHIRE,4,,,,515
Quenington Preceptory,,,Quenington,Augustinian,Knights Hospitaller,,1540,51.734291,-1.7869950000000001,,,137.0,4.919980926,4,1,0,0,1,0,1.683899336,0,0.0,GLOUCESTERSHIRE,4,,,,516
Baswich Priory,,,,Augustinian,,Canons,1538,52.803718,-2.074855,,,141.0,4.94875989,2,1,0,0,1,0,2.345761368,0,0.0,STAFFORDSHIRE,4,,,,517
